log_file,stage,training_mode,backbone,quantizer_mode,quantizer_mode_detail,quantizer_mode_source,quant_bits,quant_bits_detail,quant_bits_source,teacher_backend,teacher_proxy_ckpt,teacher_score_topk_ratio,run_id,started_at,epochs,batch_size,lr,roi_levels,bg_levels,max_train_frames,loss_recipe,loss_recipe_detail,loss_recipe_source,rate_loss_mode,rate_loss_mode_source,importance_loss_mode,importance_loss_mode_source,importance_pos_weight_mode,importance_pos_weight,importance_pos_weight_max,distill_logit_loss,distill_temperature,distill_feature_weight,distill_logit_weight,distill_align_mode,distill_align_hw,distill_feature_source,distill_teacher_score_min,distill_teacher_score_weight,importance_head_type,importance_head_type_source,importance_hidden_channels,imp_separation_margin,roi_target_mode,roi_target_mode_source,lambda_recon,lambda_rate,lambda_distill,lambda_distill_detail,lambda_importance,lambda_imp_separation,first_loss,final_loss,best_loss,rel_improve_pct,final_rate_proxy,final_eq_bits,final_code_entropy,final_imp_mean,save_dir
260224_darknet_lr1e-4_j22278_r0.out,1,baseline (teacher disabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22278_r0,2026-02-24 23:19:20 PST,50,4,1e-4,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,nearest,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,24.0967,3.8246,3.8246,84.12811712807148,20.2263,4.2117,2.8202,0.0192,data/results/experiments/260224_darknet_solo_lr1e-4_bs4_j22278_r0
260224_darknet_lr5e-5_j22277_r2.out,1,baseline (teacher disabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22277_r2,2026-02-24 23:19:20 PST,50,4,5e-5,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,33.5693,4.4988,4.4909,86.59846943487055,36.2754,4.4798,3.2106,0.0858,data/results/experiments/260224_darknet_solo_lr5e-5_bs4_j22277_r2
260224_darknet_uniform_q8_j22272_r2.out,0,uniform quantization baseline,darknet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,8,Uniform quantizer bit-depth (8 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j22272_r2,2026-02-24 23:19:20 PST,50,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,23.6451,3.5834,3.5834,84.84506303631619,255.0,8.0,6.2437,nan,data/results/experiments/260224_darknet_uniform_q8_lr1e-4_bs4_j22272_r2
260224_resnet_lr1e-4_j22276_r1.out,1,baseline (teacher disabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22276_r1,2026-02-24 23:19:21 PST,50,4,1e-4,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,22.3418,1.8237,1.8046,91.83727363059378,29.7796,4.3736,2.958,0.0589,data/results/experiments/260224_resnet_solo_lr1e-4_bs4_j22276_r1
260224_resnet_lr1e-4_j22279_r1.out,1,baseline (teacher disabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22279_r1,2026-02-24 23:19:22 PST,50,4,1e-4,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,nearest,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,21.7544,1.781,1.781,91.81315044312875,21.6662,4.2366,2.7159,0.0252,data/results/experiments/260224_resnet_solo_lr1e-4_bs4_j22279_r1
260224_resnet_uniform_q8_j22255_r5.out,0,uniform quantization baseline,resnet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,8,Uniform quantizer bit-depth (8 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j22255_r5,2026-02-24 23:19:25 PST,50,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,21.3739,1.5752,1.5752,92.63026401358667,255.0,8.0,6.3625,nan,data/results/experiments/260224_resnet_uniform_q8_lr1e-4_bs4_j22255_r5
260224_darknet_lr5e-5_j22280_r2.out,1,baseline (teacher disabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22280_r2,2026-02-24 23:19:34 PST,50,4,5e-5,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,nearest,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,33.4204,4.402,4.402,86.82840420820816,19.9476,4.2053,2.7516,0.018,data/results/experiments/260224_darknet_solo_lr5e-5_bs4_j22280_r2
260301_kitti_map_vs_rate_j22755.out,,,,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,backfilled_legacy_default,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",backfilled_legacy_default,,none,0.01,,2026-03-01 18:16:37 PST,,,,,,all,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,backfilled_legacy_default,global_mean,backfilled_from_recipe_default,bce,backfilled_from_recipe_default,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,backfilled_legacy_default,32,0.05,nearest,backfilled_legacy_default,nan,nan,nan,Missing value.,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,
260301_kitti_map_vs_rate_j22757.out,,,,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,backfilled_legacy_default,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",backfilled_legacy_default,,none,0.01,,2026-03-01 18:17:22 PST,,,,,,all,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,backfilled_legacy_default,global_mean,backfilled_from_recipe_default,bce,backfilled_from_recipe_default,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,backfilled_legacy_default,32,0.05,nearest,backfilled_legacy_default,nan,nan,nan,Missing value.,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,
260301_darknet_ld0.5_j22773_r0.out,2,distillation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22773_r0,2026-03-01 18:32:17 PST,80,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.5,Distillation loss active with weight=0.500. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_darknet_distill_lr1e-4_bs4_j22773_r0
260301_resnet_ld0.5_j22775_r0.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22775_r0,2026-03-01 18:32:18 PST,80,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.5,Distillation loss active with weight=0.500. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_lr1e-4_bs4_j22775_r0
260301_resnet_ld1.0_j22776_r1.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22776_r1,2026-03-01 18:32:18 PST,80,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,1.0,Distillation loss active with weight=1.000. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_lr1e-4_bs4_j22776_r1
260301_resnet_lr1e-4_j22771_r1.out,1,baseline (teacher disabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22771_r1,2026-03-01 18:32:18 PST,80,4,1e-4,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_solo_lr1e-4_bs4_j22771_r1
260301_darknet_ld1.0_j22774_r1.out,2,distillation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22774_r1,2026-03-01 18:32:19 PST,80,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,1.0,Distillation loss active with weight=1.000. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_darknet_distill_lr1e-4_bs4_j22774_r1
260301_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr1em4_j22777_r0.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22777_r0,2026-03-01 18:32:19 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr1em4_bs4_j22777_r0
260301_resnet_uniform_q8_j22761_r5.out,0,uniform quantization baseline,resnet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,8,Uniform quantizer bit-depth (8 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j22761_r5,2026-03-01 18:32:19 PST,80,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,21.4291,21.4291,21.4291,0.0,255.0,8.0,4.5984,nan,data/results/experiments/260301_resnet_uniform_q8_lr1e-4_bs4_j22761_r5
260301_darknet_lr1e-4_j22770_r0.out,1,baseline (teacher disabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22770_r0,2026-03-01 18:32:20 PST,80,4,1e-4,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,24.6901,24.6901,24.6901,0.0,79.7771,5.987,3.8589,0.2657,data/results/experiments/260301_darknet_solo_lr1e-4_bs4_j22770_r0
260301_darknet_lr5e-5_j22772_r2.out,1,baseline (teacher disabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22772_r2,2026-03-01 18:32:20 PST,80,4,5e-5,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_darknet_solo_lr5e-5_bs4_j22772_r2
260301_darknet_uniform_q4_j22765_r0.out,0,uniform quantization baseline,darknet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,4,Uniform quantizer bit-depth (4 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j22765_r0,2026-03-01 18:32:20 PST,80,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,24.2753,24.2753,24.2753,0.0,15.0,4.0,2.1773,nan,data/results/experiments/260301_darknet_uniform_q4_lr1e-4_bs4_j22765_r0
260301_darknet_uniform_q8_j22767_r2.out,0,uniform quantization baseline,darknet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,8,Uniform quantizer bit-depth (8 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j22767_r2,2026-03-01 18:32:20 PST,80,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,23.6954,23.6954,23.6954,0.0,255.0,8.0,5.0449,nan,data/results/experiments/260301_darknet_uniform_q8_lr1e-4_bs4_j22767_r2
260301_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr1em4_j22777_r1.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22777_r1,2026-03-01 18:32:20 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr1em4_bs4_j22777_r1
260301_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr5em5_j22777_r4.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22777_r4,2026-03-01 18:32:21 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr5em5_bs4_j22777_r4
260301_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr5em5_j22777_r5.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22777_r5,2026-03-01 18:32:21 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr5em5_bs4_j22777_r5
260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr1em4_j22777_r6.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22777_r6,2026-03-01 18:32:21 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr1em4_bs4_j22777_r6
260301_resnet_uniform_q4_j22768_r3.out,0,uniform quantization baseline,resnet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,4,Uniform quantizer bit-depth (4 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j22768_r3,2026-03-01 18:32:21 PST,80,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,21.3393,21.3393,21.3393,0.0,15.0,4.0,2.0023,nan,data/results/experiments/260301_resnet_uniform_q4_lr1e-4_bs4_j22768_r3
260301_resnet_uniform_q6_j22769_r4.out,0,uniform quantization baseline,resnet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,6,Uniform quantizer bit-depth (6 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j22769_r4,2026-03-01 18:32:21 PST,80,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,21.3241,21.3241,21.3241,0.0,63.0,6.0,3.2666,nan,data/results/experiments/260301_resnet_uniform_q6_lr1e-4_bs4_j22769_r4
260301_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr5em5_j22777_r3.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22777_r3,2026-03-01 18:32:22 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr5em5_bs4_j22777_r3
260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p1_lr1em4_j22777_r7.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22777_r7,2026-03-01 18:32:23 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p1_lr1em4_bs4_j22777_r7
260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p2_lr1em4_j22777_r8.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22777_r8,2026-03-01 18:32:23 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p2_lr1em4_bs4_j22777_r8
